Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,MH_Care_Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,California,California,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,10.8,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,10.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,6.6,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.8,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.6,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.8,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,10.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,10.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.6,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.1,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,5.7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,12.9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.8,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,9.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,6.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,8.9,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.4,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,10.5,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.6,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,11.2,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,6.6,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.3,,,,,
"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,7.5,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alabama,Alabama,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,15,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arizona,Arizona,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.6,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Arkansas,Arkansas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,25.7,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,California,California,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,15.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Colorado,Colorado,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,17.8,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Connecticut,Connecticut,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,20,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Delaware,Delaware,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.8,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.6,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Florida,Florida,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,17.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Georgia,Georgia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,20.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Hawaii,Hawaii,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,11.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Idaho,Idaho,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,23.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Illinois,Illinois,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Indiana,Indiana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,23.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Iowa,Iowa,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.4,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kansas,Kansas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Kentucky,Kentucky,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,26,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Louisiana,Louisiana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,23.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maine,Maine,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Maryland,Maryland,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,16.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,23.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21.5,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Mississippi,Mississippi,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,23.5,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Missouri,Missouri,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Montana,Montana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21.8,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nebraska,Nebraska,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Nevada,Nevada,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,15.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Jersey,New Jersey,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,17.9,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New Mexico,New Mexico,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,18.8,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,New York,New York,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,17.8,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Carolina,North Carolina,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,North Dakota,North Dakota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,15.7,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Ohio,Ohio,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oklahoma,Oklahoma,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.6,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Oregon,Oregon,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,21.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,20.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Rhode Island,Rhode Island,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.6,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.7,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Dakota,South Dakota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,20.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Tennessee,Tennessee,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.4,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Texas,Texas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,18.1,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Utah,Utah,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Vermont,Vermont,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.3,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Virginia,Virginia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.5,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Washington,Washington,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,19.4,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,West Virginia,West Virginia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,26.2,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wisconsin,Wisconsin,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,24,,,,,
"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,Wyoming,Wyoming,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,18.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alabama,Alabama,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,6.9,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,8.2,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arizona,Arizona,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,10.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Arkansas,Arkansas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,6.4,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,California,California,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,8.9,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Colorado,Colorado,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.5,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Connecticut,Connecticut,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,12,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Delaware,Delaware,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.3,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,District of Columbia,District of Columbia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,17,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Florida,Florida,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,7.7,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Georgia,Georgia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.3,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Hawaii,Hawaii,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,5.3,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Idaho,Idaho,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,8.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Illinois,Illinois,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Indiana,Indiana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,6.7,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Iowa,Iowa,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,7.6,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Kansas,Kansas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,6.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Kentucky,Kentucky,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,10.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Louisiana,Louisiana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,7.7,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Maine,Maine,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,10.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Maryland,Maryland,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.6,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Massachusetts,Massachusetts,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,14.5,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.3,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Minnesota,Minnesota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.3,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Mississippi,Mississippi,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,5.6,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Missouri,Missouri,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,8.1,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Montana,Montana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,10.5,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nebraska,Nebraska,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,6.7,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,Nevada,Nevada,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,7.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Hampshire,New Hampshire,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,9.6,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Jersey,New Jersey,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,8.8,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,New Mexico,New Mexico,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,8.5,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,New York,New York,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,12,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Carolina,North Carolina,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,7.6,,,,,
"Received Counseling or Therapy, Last 4 Weeks",By State,North Dakota,North Dakota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,5.9,,,,,
